AI_Model_000001 | Base_Model: GPT | Type: Large Language Model | Size: Tiny | Domain: General AI | Primary_Task: Text Generation
AI_Model_091007 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Tiny | Domain: General AI | Primary_Task: Multimodal Generation
AI_Model_091008 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Tiny | Domain: General AI | Primary_Task: Speech-to-Text
AI_Model_091009 | Base_Model: CLIP | Type: Vision-Language Model | Size: Tiny | Domain: General AI | Primary_Task: Image-Text Understanding
AI_Model_091010 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Tiny | Domain: General AI | Primary_Task: Image Generation
AI_Model_091011 | Base_Model: DALL-E | Type: Generative Image Model | Size: Tiny | Domain: General AI | Primary_Task: Image Generation
AI_Model_091012 | Base_Model: YOLO | Type: Computer Vision Model | Size: Tiny | Domain: General AI | Primary_Task: Object Detection
AI_Model_091013 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Tiny | Domain: General AI | Primary_Task: Image Classification
AI_Model_091014 | Base_Model: ViT | Type: Vision Transformer | Size: Tiny | Domain: General AI | Primary_Task: Image Classification
AI_Model_091015 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Tiny | Domain: General AI | Primary_Task: Audio Generation
AI_Model_091016 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Tiny | Domain: General AI | Primary_Task: Speech Recognition
AI_Model_091017 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Tiny | Domain: General AI | Primary_Task: Generative Modeling
AI_Model_091018 | Base_Model: AutoEncoder | Type: Generative Model | Size: Tiny | Domain: General AI | Primary_Task: Representation Learning
AI_Model_091019 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Tiny | Domain: General AI | Primary_Task: Synthetic Data Generation
AI_Model_091020 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Tiny | Domain: General AI | Primary_Task: Sequence Modeling
AI_Model_091021 | Base_Model: GPT | Type: Large Language Model | Size: Small | Domain: General AI | Primary_Task: Text Generation
AI_Model_091022 | Base_Model: BERT | Type: Transformer Encoder | Size: Small | Domain: General AI | Primary_Task: Text Classification
AI_Model_091023 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Small | Domain: General AI | Primary_Task: Text Transformation
AI_Model_091024 | Base_Model: Llama | Type: Large Language Model | Size: Small | Domain: General AI | Primary_Task: Text Generation
AI_Model_091025 | Base_Model: Mistral | Type: Large Language Model | Size: Small | Domain: General AI | Primary_Task: Text Generation
AI_Model_091026 | Base_Model: Claude | Type: Large Language Model | Size: Small | Domain: General AI | Primary_Task: Conversational AI
AI_Model_091027 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Small | Domain: General AI | Primary_Task: Multimodal Generation
AI_Model_091028 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Small | Domain: General AI | Primary_Task: Speech-to-Text
AI_Model_091029 | Base_Model: CLIP | Type: Vision-Language Model | Size: Small | Domain: General AI | Primary_Task: Image-Text Understanding
AI_Model_091030 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Small | Domain: General AI | Primary_Task: Image Generation
AI_Model_091031 | Base_Model: DALL-E | Type: Generative Image Model | Size: Small | Domain: General AI | Primary_Task: Image Generation
AI_Model_091032 | Base_Model: YOLO | Type: Computer Vision Model | Size: Small | Domain: General AI | Primary_Task: Object Detection
AI_Model_091033 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Small | Domain: General AI | Primary_Task: Image Classification
AI_Model_091034 | Base_Model: ViT | Type: Vision Transformer | Size: Small | Domain: General AI | Primary_Task: Image Classification
AI_Model_091035 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Small | Domain: General AI | Primary_Task: Audio Generation
AI_Model_091036 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Small | Domain: General AI | Primary_Task: Speech Recognition
AI_Model_091037 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Small | Domain: General AI | Primary_Task: Generative Modeling
AI_Model_091038 | Base_Model: AutoEncoder | Type: Generative Model | Size: Small | Domain: General AI | Primary_Task: Representation Learning
AI_Model_091039 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Small | Domain: General AI | Primary_Task: Synthetic Data Generation
AI_Model_091040 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Small | Domain: General AI | Primary_Task: Sequence Modeling
AI_Model_091041 | Base_Model: GPT | Type: Large Language Model | Size: Base | Domain: General AI | Primary_Task: Text Generation
AI_Model_091042 | Base_Model: BERT | Type: Transformer Encoder | Size: Base | Domain: General AI | Primary_Task: Text Classification
AI_Model_091043 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Base | Domain: General AI | Primary_Task: Text Transformation
AI_Model_091044 | Base_Model: Llama | Type: Large Language Model | Size: Base | Domain: General AI | Primary_Task: Text Generation
AI_Model_091045 | Base_Model: Mistral | Type: Large Language Model | Size: Base | Domain: General AI | Primary_Task: Text Generation
AI_Model_091046 | Base_Model: Claude | Type: Large Language Model | Size: Base | Domain: General AI | Primary_Task: Conversational AI
AI_Model_091047 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Base | Domain: General AI | Primary_Task: Multimodal Generation
AI_Model_091048 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Base | Domain: General AI | Primary_Task: Speech-to-Text
AI_Model_091049 | Base_Model: CLIP | Type: Vision-Language Model | Size: Base | Domain: General AI | Primary_Task: Image-Text Understanding
AI_Model_091050 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Base | Domain: General AI | Primary_Task: Image Generation
AI_Model_091051 | Base_Model: DALL-E | Type: Generative Image Model | Size: Base | Domain: General AI | Primary_Task: Image Generation
AI_Model_091052 | Base_Model: YOLO | Type: Computer Vision Model | Size: Base | Domain: General AI | Primary_Task: Object Detection
AI_Model_091053 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Base | Domain: General AI | Primary_Task: Image Classification
AI_Model_091054 | Base_Model: ViT | Type: Vision Transformer | Size: Base | Domain: General AI | Primary_Task: Image Classification
AI_Model_091055 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Base | Domain: General AI | Primary_Task: Audio Generation
AI_Model_091056 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Base | Domain: General AI | Primary_Task: Speech Recognition
AI_Model_091057 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Base | Domain: General AI | Primary_Task: Generative Modeling
AI_Model_091058 | Base_Model: AutoEncoder | Type: Generative Model | Size: Base | Domain: General AI | Primary_Task: Representation Learning
AI_Model_091059 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Base | Domain: General AI | Primary_Task: Synthetic Data Generation
AI_Model_091060 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Base | Domain: General AI | Primary_Task: Sequence Modeling
AI_Model_091061 | Base_Model: GPT | Type: Large Language Model | Size: Medium | Domain: General AI | Primary_Task: Text Generation
AI_Model_091062 | Base_Model: BERT | Type: Transformer Encoder | Size: Medium | Domain: General AI | Primary_Task: Text Classification
AI_Model_091063 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Medium | Domain: General AI | Primary_Task: Text Transformation
AI_Model_091064 | Base_Model: Llama | Type: Large Language Model | Size: Medium | Domain: General AI | Primary_Task: Text Generation
AI_Model_091065 | Base_Model: Mistral | Type: Large Language Model | Size: Medium | Domain: General AI | Primary_Task: Text Generation
AI_Model_091066 | Base_Model: Claude | Type: Large Language Model | Size: Medium | Domain: General AI | Primary_Task: Conversational AI
AI_Model_091067 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Medium | Domain: General AI | Primary_Task: Multimodal Generation
AI_Model_091068 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Medium | Domain: General AI | Primary_Task: Speech-to-Text
AI_Model_091069 | Base_Model: CLIP | Type: Vision-Language Model | Size: Medium | Domain: General AI | Primary_Task: Image-Text Understanding
AI_Model_091070 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Medium | Domain: General AI | Primary_Task: Image Generation
AI_Model_091071 | Base_Model: DALL-E | Type: Generative Image Model | Size: Medium | Domain: General AI | Primary_Task: Image Generation
AI_Model_091072 | Base_Model: YOLO | Type: Computer Vision Model | Size: Medium | Domain: General AI | Primary_Task: Object Detection
AI_Model_091073 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Medium | Domain: General AI | Primary_Task: Image Classification
AI_Model_091074 | Base_Model: ViT | Type: Vision Transformer | Size: Medium | Domain: General AI | Primary_Task: Image Classification
AI_Model_091075 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Medium | Domain: General AI | Primary_Task: Audio Generation
AI_Model_091076 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Medium | Domain: General AI | Primary_Task: Speech Recognition
AI_Model_091077 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Medium | Domain: General AI | Primary_Task: Generative Modeling
AI_Model_091078 | Base_Model: AutoEncoder | Type: Generative Model | Size: Medium | Domain: General AI | Primary_Task: Representation Learning
AI_Model_091079 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Medium | Domain: General AI | Primary_Task: Synthetic Data Generation
AI_Model_091080 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Medium | Domain: General AI | Primary_Task: Sequence Modeling
AI_Model_091081 | Base_Model: GPT | Type: Large Language Model | Size: Large | Domain: General AI | Primary_Task: Text Generation
AI_Model_091082 | Base_Model: BERT | Type: Transformer Encoder | Size: Large | Domain: General AI | Primary_Task: Text Classification
AI_Model_091083 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Large | Domain: General AI | Primary_Task: Text Transformation
AI_Model_091084 | Base_Model: Llama | Type: Large Language Model | Size: Large | Domain: General AI | Primary_Task: Text Generation
AI_Model_091085 | Base_Model: Mistral | Type: Large Language Model | Size: Large | Domain: General AI | Primary_Task: Text Generation
AI_Model_091086 | Base_Model: Claude | Type: Large Language Model | Size: Large | Domain: General AI | Primary_Task: Conversational AI
AI_Model_091087 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Large | Domain: General AI | Primary_Task: Multimodal Generation
AI_Model_091088 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Large | Domain: General AI | Primary_Task: Speech-to-Text
AI_Model_091089 | Base_Model: CLIP | Type: Vision-Language Model | Size: Large | Domain: General AI | Primary_Task: Image-Text Understanding
AI_Model_091090 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Large | Domain: General AI | Primary_Task: Image Generation
AI_Model_091091 | Base_Model: DALL-E | Type: Generative Image Model | Size: Large | Domain: General AI | Primary_Task: Image Generation
AI_Model_091092 | Base_Model: YOLO | Type: Computer Vision Model | Size: Large | Domain: General AI | Primary_Task: Object Detection
AI_Model_091093 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Large | Domain: General AI | Primary_Task: Image Classification
AI_Model_091094 | Base_Model: ViT | Type: Vision Transformer | Size: Large | Domain: General AI | Primary_Task: Image Classification
AI_Model_091095 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Large | Domain: General AI | Primary_Task: Audio Generation
AI_Model_091096 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Large | Domain: General AI | Primary_Task: Speech Recognition
AI_Model_091097 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Large | Domain: General AI | Primary_Task: Generative Modeling
AI_Model_091098 | Base_Model: AutoEncoder | Type: Generative Model | Size: Large | Domain: General AI | Primary_Task: Representation Learning
AI_Model_091099 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Large | Domain: General AI | Primary_Task: Synthetic Data Generation
AI_Model_091100 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Large | Domain: General AI | Primary_Task: Sequence Modeling
AI_Model_091101 | Base_Model: GPT | Type: Large Language Model | Size: XL | Domain: General AI | Primary_Task: Text Generation
AI_Model_091102 | Base_Model: BERT | Type: Transformer Encoder | Size: XL | Domain: General AI | Primary_Task: Text Classification
AI_Model_091103 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: XL | Domain: General AI | Primary_Task: Text Transformation
AI_Model_091104 | Base_Model: Llama | Type: Large Language Model | Size: XL | Domain: General AI | Primary_Task: Text Generation
AI_Model_091105 | Base_Model: Mistral | Type: Large Language Model | Size: XL | Domain: General AI | Primary_Task: Text Generation
AI_Model_091106 | Base_Model: Claude | Type: Large Language Model | Size: XL | Domain: General AI | Primary_Task: Conversational AI
AI_Model_091107 | Base_Model: Gemini | Type: Multimodal AI Model | Size: XL | Domain: General AI | Primary_Task: Multimodal Generation
AI_Model_091108 | Base_Model: Whisper | Type: Speech Recognition Model | Size: XL | Domain: General AI | Primary_Task: Speech-to-Text
AI_Model_091109 | Base_Model: CLIP | Type: Vision-Language Model | Size: XL | Domain: General AI | Primary_Task: Image-Text Understanding
AI_Model_091110 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: XL | Domain: General AI | Primary_Task: Image Generation
AI_Model_091111 | Base_Model: DALL-E | Type: Generative Image Model | Size: XL | Domain: General AI | Primary_Task: Image Generation
AI_Model_091112 | Base_Model: YOLO | Type: Computer Vision Model | Size: XL | Domain: General AI | Primary_Task: Object Detection
AI_Model_091113 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: XL | Domain: General AI | Primary_Task: Image Classification
AI_Model_091114 | Base_Model: ViT | Type: Vision Transformer | Size: XL | Domain: General AI | Primary_Task: Image Classification
AI_Model_091115 | Base_Model: WaveNet | Type: Generative Audio Model | Size: XL | Domain: General AI | Primary_Task: Audio Generation
AI_Model_091116 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: XL | Domain: General AI | Primary_Task: Speech Recognition
